qId,qTextArr,qSpan,qText,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts
Q225,"['It s a fair do,', 'I don t\nunderstand it. Stones flinging themselves. Stones talking. Put yourself\ndown. Rot away. I m done.']","[[78393, 78408], [78519, 78624]]","It s a fair do, I don t
understand it. Stones flinging themselves. Stones talking. Put yourself
down. Rot away. I m done.",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Thomas Marvel,"[[], []]","[[], []]","[[], []]"
Q226,"['It s very simple,', 'I m an invisible man.']","[[78651, 78668], [78687, 78708]]","It s very simple, I m an invisible man.",The Invisible Man,['Mr. Thomas Marvel'],Explicit,said the Voice,"[[], []]","[[], []]","[[], []]"
Q227,"['Tell us something I don t know,', 'Where you ve hid how you do it I _don t_ know. I m beat.']","[[78712, 78743], [78782, 78838]]","Tell us something I don t know, Where you ve hid how you do it I _don t_ know. I m beat.",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,"[['us'], ['you', 'you']]","[[[78717, 78719]], [[78788, 78791], [78803, 78806]]]","[[['Mr. Thomas Marvel']], [['The Invisible Man'], ['The Invisible Man']]]"
Q228,"['That s all,', 'I m invisible. That s what I want you to\nunderstand.']","[[78842, 78853], [78872, 78924]]","That s all, I m invisible. That s what I want you to
understand.",The Invisible Man,['Mr. Thomas Marvel'],Explicit,said the Voice,"[[], ['you']]","[[], [[78906, 78909]]]","[[], [['Mr. Thomas Marvel']]]"
Q229,"['Anyone could see that. There is no need for you to be so confounded\nimpatient, mister. _Now_ then. Give us a notion. How are you hid?']","[[78928, 79061]]","Anyone could see that. There is no need for you to be so confounded
impatient, mister. _Now_ then. Give us a notion. How are you hid?",Mr. Thomas Marvel,['The Invisible Man'],Implicit,,"[['you', 'mister', 'us', 'you']]","[[[78972, 78975], [79007, 79013], [79032, 79034], [79053, 79056]]]","[[['The Invisible Man'], ['The Invisible Man'], ['Mr. Thomas Marvel'], ['The Invisible Man']]]"
Q230,['I m invisible. That s the great point. And what I want you to\nunderstand is this'],"[[79065, 79146]]","I m invisible. That s the great point. And what I want you to
understand is this",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['you']],"[[[79120, 79123]]]",[[['Marvel']]]
Q231,['But whereabouts?'],"[[79150, 79166]]",But whereabouts?,Mr. Thomas Marvel,['The Invisible Man'],Explicit,interrupted Mr Marvel,[[]],[[]],[[]]
Q232,['Here! Six yards in front of you.'],"[[79194, 79226]]",Here! Six yards in front of you.,The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['you']],"[[[79222, 79225]]]",[[['Mr. Thomas Marvel']]]
Q233,"['Oh, _come_! I ain t blind. You ll be telling me next you re just thin\nair. I m not one of your ignorant tramps']","[[79230, 79341]]","Oh, _come_! I ain t blind. You ll be telling me next you re just thin
air. I m not one of your ignorant tramps",Mr. Thomas Marvel,['The Invisible Man'],Implicit,,"[['You', 'you', 'your']]","[[[79257, 79260], [79283, 79286], [79320, 79324]]]","[[['The Invisible Man'], ['The Invisible Man'], ['The Invisible Man']]]"
Q234,"['Yes, I am thin air. You re looking through me.']","[[79345, 79391]]","Yes, I am thin air. You re looking through me.",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['You']],"[[[79365, 79368]]]",[[['Mr. Thomas Marvel']]]
Q235,['What! Ain t there any stuff to you. _Vox et_ what is it? jabber. Is it\nthat?'],"[[79395, 79471]]","What! Ain t there any stuff to you. _Vox et_ what is it? jabber. Is it
that?",Mr. Thomas Marvel,['The Invisible Man'],Implicit,,[['you']],"[[[79426, 79429]]]",[[['The Invisible Man']]]
Q236,"['I am just a human being solid, needing food and drink, needing\ncovering too But I m invisible. You see? Invisible. Simple idea.\nInvisible.']","[[79475, 79613]]","I am just a human being solid, needing food and drink, needing
covering too But I m invisible. You see? Invisible. Simple idea.
Invisible.",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['You']],"[[[79570, 79573]]]",[[['Mr. Thomas Marvel']]]
Q237,"['What, real like?']","[[79617, 79633]]","What, real like?",Mr. Thomas Marvel,['The Invisible Man'],Implicit,,[[]],[[]],[[]]
Q238,"['Yes, real.']","[[79637, 79647]]","Yes, real.",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[[]],[[]],[[]]
Q239,"['Let s have a hand of you,', 'if you _are_ real. It won t\nbe so darn out-of-the-way like, then _Lord_!']","[[79651, 79676], [79692, 79764]]","Let s have a hand of you, if you _are_ real. It won t
be so darn out-of-the-way like, then _Lord_!",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Marvel,"[['you'], ['you']]","[[[79672, 79675]], [[79695, 79698]]]","[[['The Invisible Man']], [['The Invisible Man']]]"
Q240,"['how you made me\njump! gripping me like that!', 'I m dashed!', 'If this don t beat cock-fighting! Most\nremarkable! And there I can see a rabbit clean through you,  arf a mile\naway! Not a bit of you visible except']","[[79776, 79820], [80033, 80044], [80056, 80205]]","how you made me
jump! gripping me like that! I m dashed! If this don t beat cock-fighting! Most
remarkable! And there I can see a rabbit clean through you,  arf a mile
away! Not a bit of you visible except",Mr. Thomas Marvel,['The Invisible Man'],Anaphoric,he said,"[['you'], [], ['you', 'you']]","[[[79780, 79783]], [], [[80150, 80153], [80186, 80189]]]","[[['The Invisible Man']], [], [['The Invisible Man'], ['The Invisible Man']]]"
Q241,['You  aven t been\neatin  bread and cheese?'],"[[80259, 80300]]","You  aven t been
eatin  bread and cheese?",Mr. Thomas Marvel,['The Invisible Man'],Anaphoric,he asked,[['You']],"[[[80259, 80262]]]",[[['The Invisible Man']]]
Q242,"['You re quite right, and it s not quite assimilated into the system.']","[[80341, 80408]]","You re quite right, and it s not quite assimilated into the system.",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['You']],"[[[80341, 80344]]]",[[['Mr. Thomas Marvel']]]
Q243,"['Ah!', 'Sort of ghostly, though.']","[[80412, 80415], [80435, 80459]]","Ah! Sort of ghostly, though.",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,"[[], []]","[[], []]","[[], []]"
Q244,"['Of course, all this isn t half so wonderful as you think.']","[[80463, 80520]]","Of course, all this isn t half so wonderful as you think.",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['you']],"[[[80510, 80513]]]",[[['Mr. Thomas Marvel']]]
Q245,"['It s quite wonderful enough for _my_ modest wants,', 'Howjer manage it! How the dooce is it done?']","[[80524, 80574], [80601, 80644]]","It s quite wonderful enough for _my_ modest wants, Howjer manage it! How the dooce is it done?",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Thomas Marvel,"[[], []]","[[], []]","[[], []]"
Q246,['It s too long a story. And besides'],"[[80648, 80683]]",It s too long a story. And besides,The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[[]],[[]],[[]]
Q247,"['I tell you, the whole business fairly beats me,']","[[80687, 80734]]","I tell you, the whole business fairly beats me,",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,[['you']],"[[[80694, 80697]]]",[[['The Invisible Man']]]
Q248,"['What I want to say at present is this: I need help. I have come to\nthat I came upon you suddenly. I was wandering, mad with rage, naked,\nimpotent. I could have murdered. And I saw you']","[[80755, 80939]]","What I want to say at present is this: I need help. I have come to
that I came upon you suddenly. I was wandering, mad with rage, naked,
impotent. I could have murdered. And I saw you",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,"[['you', 'you']]","[[[80839, 80842], [80935, 80938]]]","[[['Mr. Thomas Marvel'], ['Mr. Thomas Marvel']]]"
Q249,['_Lord_!'],"[[80943, 80950]]",_Lord_!,Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,[[]],[[]],[[]]
Q250,['I came up behind you hesitated went on'],"[[80971, 81010]]",I came up behind you hesitated went on,The Invisible Man,['Mr. Thomas Marvel'],Implicit,,[['you']],"[[[80988, 80991]]]",[[['Mr. Thomas Marvel']]]
Q251,"['then stopped.  Here,  I said,  is an outcast like myself. This is the\nman for me.  So I turned back and came to you you. And']","[[81053, 81179]]","then stopped.  Here,  I said,  is an outcast like myself. This is the
man for me.  So I turned back and came to you you. And",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,"[['you', 'you']]","[[[81166, 81169], [81170, 81173]]]","[[['Mr. Thomas Marvel'], ['Mr. Thomas Marvel']]]"
Q252,"['_Lord_!', 'But I m all in a tizzy. May I ask How is\nit? And what you may be requiring in the way of help? Invisible!']","[[81183, 81190], [81210, 81315]]","_Lord_! But I m all in a tizzy. May I ask How is
it? And what you may be requiring in the way of help? Invisible!",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,"[[], ['you']]","[[], [[81264, 81267]]]","[[], [['The Invisible Man']]]"
Q253,"['I want you to help me get clothes and shelter and then, with other\nthings. I ve left them long enough. If you won t well! But you\n_will must_.']","[[81319, 81461]]","I want you to help me get clothes and shelter and then, with other
things. I ve left them long enough. If you won t well! But you
_will must_.",The Invisible Man,['Mr. Thomas Marvel'],Implicit,,"[['you', 'you', 'you']]","[[[81326, 81329], [81425, 81428], [81445, 81448]]]","[[['Mr. Thomas Marvel'], ['Mr. Thomas Marvel'], ['Mr. Thomas Marvel']]]"
Q254,"['Look here,', 'I m too flabbergasted. Don t knock me\nabout any more. And leave me go. I must get steady a bit. And you ve\npretty near broken my toe. It s all so unreasonable. Empty downs, empty\nsky. Nothing visible for miles except the bosom of Nature. And then\ncomes a voice. A voice out of heaven! And stones! And a fist Lord!']","[[81465, 81475], [81495, 81808]]","Look here, I m too flabbergasted. Don t knock me
about any more. And leave me go. I must get steady a bit. And you ve
pretty near broken my toe. It s all so unreasonable. Empty downs, empty
sky. Nothing visible for miles except the bosom of Nature. And then
comes a voice. A voice out of heaven! And stones! And a fist Lord!",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,"[[], ['you']]","[[], [[81595, 81598]]]","[[], [['The Invisible Man']]]"
Q255,"['Pull yourself together,', 'for you have to do the job\nI ve chosen for you.', 'I ve chosen you,', 'You are the only man except some of\nthose fools down there, who knows there is such a thing as an invisible\nman. You have to be my helper. Help me and I will do great things for\nyou. An invisible man is a man of power.']","[[81812, 81835], [81854, 81901], [81963, 81979], [81998, 82216]]","Pull yourself together, for you have to do the job
I ve chosen for you. I ve chosen you, You are the only man except some of
those fools down there, who knows there is such a thing as an invisible
man. You have to be my helper. Help me and I will do great things for
you. An invisible man is a man of power.",The Invisible Man,['Mr. Thomas Marvel'],Explicit,said the Voice,"[[], ['you', 'you'], [], []]","[[], [[81858, 81861], [81897, 81900]], [], []]","[[], [['Mr. Thomas Marvel'], ['Mr. Thomas Marvel']], [], []]"
Q256,"['But if you betray me,', 'if you fail to do as I direct you']","[[82265, 82286], [82298, 82332]]","But if you betray me, if you fail to do as I direct you",The Invisible Man,['Mr. Thomas Marvel'],Anaphoric,he said,"[['you'], ['you', 'you']]","[[[82272, 82275]], [[82301, 82304], [82328, 82331]]]","[[['Mr. Thomas Marvel']], [['Mr. Thomas Marvel'], ['Mr. Thomas Marvel']]]"
Q257,"['I don t want to betray you,', 'Don t you go\na-thinking that, whatever you do. All I want to do is to help you just\ntell me what I got to do. (Lord!) Whatever you want done, that I m most\nwilling to do.']","[[82434, 82461], [82528, 82698]]","I don t want to betray you, Don t you go
a-thinking that, whatever you do. All I want to do is to help you just
tell me what I got to do. (Lord!) Whatever you want done, that I m most
willing to do.",Mr. Thomas Marvel,['The Invisible Man'],Explicit,said Mr Marvel,"[['you'], ['you', 'you', 'you', 'you']]","[[[82457, 82460]], [[82534, 82537], [82567, 82570], [82603, 82606], [82655, 82658]]]","[[['The Invisible Man']], [['The Invisible Man'], ['The Invisible Man'], ['The Invisible Man'], ['The Invisible Man']]]"
Q258,['That room s\nprivate!'],"[[86396, 86416]]","That room s
private!",Mr. Hall,['Mr. Thomas Marvel'],Explicit,said Hall,[[]],[[]],[[]]
Q259,"['Stop, thief!']","[[87840, 87852]]","Stop, thief!",Huxter,['Mr. Thomas Marvel'],Explicit,cried Huxter,[['thief']],"[[[87846, 87851]]]",[[['Mr. Thomas Marvel']]]
Q260,['Stop!'],"[[88128, 88133]]",Stop!,Huxter,['Mr. Thomas Marvel'],Anaphoric,He bawled,[[]],[[]],[[]]
Q261,"['Diary!', 'Now, at any\nrate, we shall learn something.']","[[89288, 89294], [89346, 89389]]","Diary! Now, at any
rate, we shall learn something.",Cuss,['Bunting'],Explicit,said Cuss,"[[], ['we']]","[[], [[89364, 89366]]]","[[], [['Cuss', 'Bunting']]]"
Q262,"['Diary,', 'H m no name on the fly-leaf.\nBother! cypher. And figures.']","[[89438, 89444], [89534, 89591]]","Diary, H m no name on the fly-leaf.
Bother! cypher. And figures.",Cuss,['Bunting'],Explicit,repeated Cuss,"[[], []]","[[], []]","[[], []]"
Q263,"['I m dear\nme! It s all cypher, Bunting.']","[[89706, 89744]]","I m dear
me! It s all cypher, Bunting.",Cuss,['Bunting'],Implicit,,[['Bunting']],"[[[89736, 89743]]]",[[['Bunting']]]
Q264,"['There are no diagrams?', 'No illustrations throwing\nlight']","[[89748, 89770], [89792, 89824]]","There are no diagrams? No illustrations throwing
light",Bunting,['Cuss'],Explicit,asked Mr Bunting,"[[], []]","[[], []]","[[], []]"
Q265,"['See for yourself,', 'Some of it s mathematical and some\nof it s Russian or some such language (to judge by the letters), and\nsome of it s Greek. Now the Greek I thought _you_']","[[89828, 89845], [89863, 90017]]","See for yourself, Some of it s mathematical and some
of it s Russian or some such language (to judge by the letters), and
some of it s Greek. Now the Greek I thought _you_",Cuss,['Bunting'],Explicit,said Mr Cuss,"[[], ['you']]","[[], [[90012, 90015]]]","[[], [['Bunting']]]"
Q266,"['Of course,', 'yes the Greek, of course, may furnish a\nclue.']","[[90021, 90031], [90187, 90232]]","Of course, yes the Greek, of course, may furnish a
clue.",Bunting,['Cuss'],Explicit,said Mr Bunting,"[[], []]","[[], []]","[[], []]"
Q267,['I ll find you a place.'],"[[90236, 90258]]",I ll find you a place.,Cuss,['Bunting'],Implicit,,[['you']],"[[[90246, 90249]]]",[[['Bunting']]]
Q268,"['I d rather glance through the volumes first,', 'A general impression first, Cuss, and _then_, you know, we can\ngo looking for clues.']","[[90262, 90306], [90341, 90425]]","I d rather glance through the volumes first, A general impression first, Cuss, and _then_, you know, we can
go looking for clues.",Bunting,['Cuss'],Explicit,said Mr Bunting,"[[], ['Cuss', 'you', 'we']]","[[], [[90369, 90373], [90387, 90390], [90397, 90399]]]","[[], [['Cuss'], ['Cuss'], ['Cuss', 'Bunting']]]"
Q269,['Tap?'],"[[90828, 90832]]",Tap?,Mr. Thomas Marvel,"['The Invisible Man', 'Bunting', 'Cuss']",Anaphoric,asked the face,[[]],[[]],[[]]
Q270,"['Over the other side, my man,']","[[90907, 90935]]","Over the other side, my man,",Bunting,"['Cuss', 'Mr. Thomas Marvel']",Explicit,said Mr Bunting,[['my man']],"[[[90928, 90934]]]",[[['Mr. Thomas Marvel']]]
Q271,"['Please shut that\ndoor,']","[[90960, 90982]]","Please shut that
door,",Cuss,"['Mr. Thomas Marvel', 'Bunting']",Explicit,said Mr Cuss,[[]],[[]],[[]]
Q272,"['All right,']","[[91012, 91022]]","All right,",The Invisible Man,"['Mr. Thomas Marvel', 'Bunting', 'Cuss']",Anaphoric,said the intruder,[[]],[[]],[[]]
Q273,"['Right you are,', 'Stand clear!']","[[91133, 91147], [91189, 91201]]","Right you are, Stand clear!",Mr. Thomas Marvel,"['The Invisible Man', 'Bunting', 'Cuss']",Anaphoric,said the intruder,"[['you'], []]","[[[91139, 91142]], []]","[[['Cuss', 'Bunting']], []]"
Q274,"['A sailor, I should judge,', 'Amusing fellows, they\nare.', 'indeed. A nautical term, referring to his getting\nback out of the room, I suppose.']","[[91242, 91267], [91288, 91314], [91328, 91410]]","A sailor, I should judge, Amusing fellows, they
are. indeed. A nautical term, referring to his getting
back out of the room, I suppose.",Bunting,['Cuss'],Explicit,said Mr Bunting,"[['A sailor'], [], ['his']]","[[[91242, 91250]], [], [[91366, 91369]]]","[[['Marvel']], [], [['Mr. Thomas Marvel']]]"
Q275,"['I daresay so,', 'My nerves are all loose to-day. It quite\nmade me jump the door opening like that.']","[[91414, 91427], [91441, 91522]]","I daresay so, My nerves are all loose to-day. It quite
made me jump the door opening like that.",Cuss,['Bunting'],Explicit,said Cuss,"[[], []]","[[], []]","[[], []]"
Q276,"['And now,', 'these books.']","[[91570, 91578], [91602, 91614]]","And now, these books.",Bunting,['Cuss'],Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q277,"['One thing is indisputable,', 'There certainly have been very strange things happen in\nIping during the last few days very strange. I cannot of course believe\nin this absurd invisibility story']","[[91649, 91675], [91733, 91895]]","One thing is indisputable, There certainly have been very strange things happen in
Iping during the last few days very strange. I cannot of course believe
in this absurd invisibility story",Bunting,['Cuss'],Explicit,said Bunting,"[[], []]","[[], []]","[[], []]"
Q278,"['It s incredible,', 'incredible. But the fact remains that I\nsaw I certainly saw right down his sleeve']","[[91899, 91915], [91928, 92010]]","It s incredible, incredible. But the fact remains that I
saw I certainly saw right down his sleeve",Cuss,['Bunting'],Explicit,said Cuss,"[[], ['his']]","[[], [[91999, 92002]]]","[[], [['The Invisible Man']]]"
Q279,"['But did you are you sure? Suppose a mirror, for instance \nhallucinations are so easily produced. I don t know if you have ever\nseen a really good conjuror']","[[92014, 92169]]","But did you are you sure? Suppose a mirror, for instance 
hallucinations are so easily produced. I don t know if you have ever
seen a really good conjuror",Bunting,['Cuss'],Implicit,,"[['you', 'you', 'you']]","[[[92022, 92025], [92030, 92033], [92127, 92130]]]","[[['Cuss'], ['Cuss'], ['Cuss']]]"
Q280,"['I won t argue again,', 'We ve thrashed that out, Bunting.\nAnd just now there s these books Ah! here s some of what I take to be\nGreek! Greek letters certainly.']","[[92173, 92193], [92207, 92342]]","I won t argue again, We ve thrashed that out, Bunting.
And just now there s these books Ah! here s some of what I take to be
Greek! Greek letters certainly.",Cuss,['Bunting'],Explicit,said Cuss,"[[], ['We', 'Bunting']]","[[], [[92207, 92209], [92232, 92239]]]","[[], [['Cuss', 'Bunting'], ['Bunting']]]"
Q281,"['Don t move,\nlittle men,', 'or I ll brain you both!']","[[92751, 92774], [92796, 92819]]","Don t move,
little men, or I ll brain you both!",The Invisible Man,"['Cuss', 'Bunting']",Anaphoric,whispered a voice,"[['little men'], ['you both', 'you']]","[[[92763, 92773]], [[92810, 92818], [92810, 92813]]]","[[['Cuss', 'Bunting']], [['Bunting', 'Cuss'], ['Bunting', 'Cuss']]]"
Q282,"['I m sorry to handle you so roughly,', 'but it s\nunavoidable.', 'Since when did you learn to pry into an investigator s private\nmemoranda,']","[[92942, 92977], [92996, 93017], [93021, 93094]]","I m sorry to handle you so roughly, but it s
unavoidable. Since when did you learn to pry into an investigator s private
memoranda,",The Invisible Man,"['Cuss', 'Bunting']",Explicit,said the Voice,"[['you'], [], ['you']]","[[[92962, 92965]], [], [[93036, 93039]]]","[[['Cuss', 'Bunting']], [], [['Cuss', 'Bunting']]]"
Q283,['Since when did you learn to invade the private rooms of a man in\nmisfortune?'],"[[93192, 93268]]","Since when did you learn to invade the private rooms of a man in
misfortune?",The Invisible Man,"['Cuss', 'Bunting']",Implicit,,[['you']],"[[[93207, 93210]]]","[[['Cuss', 'Bunting']]]"
Q284,['Where have they put my clothes?'],"[[93305, 93336]]",Where have they put my clothes?,The Invisible Man,"['Cuss', 'Bunting']",Implicit,,[[]],[[]],[[]]
Q285,"['Listen,', 'The windows are fastened and I ve taken the\nkey out of the door. I am a fairly strong man, and I have the poker\nhandy besides being invisible. There s not the slightest doubt that I\ncould kill you both and get away quite easily if I wanted to do you\nunderstand? Very well. If I let you go will you promise not to try any\nnonsense and do what I tell you?']","[[93340, 93347], [93366, 93719]]","Listen, The windows are fastened and I ve taken the
key out of the door. I am a fairly strong man, and I have the poker
handy besides being invisible. There s not the slightest doubt that I
could kill you both and get away quite easily if I wanted to do you
understand? Very well. If I let you go will you promise not to try any
nonsense and do what I tell you?",The Invisible Man,"['Cuss', 'Bunting']",Explicit,said the Voice,"[[], ['you both', 'you', 'you', 'you', 'you', 'you']]","[[], [[93559, 93567], [93559, 93562], [93612, 93615], [93648, 93651], [93660, 93663], [93715, 93718]]]","[[], [['Bunting', 'Cuss'], ['Bunting', 'Cuss'], ['Bunting', 'Cuss'], ['Cuss', 'Bunting'], ['Cuss', 'Bunting'], ['Cuss', 'Bunting']]]"
Q286,"['Yes,']","[[93801, 93805]]","Yes,",Bunting,"['The Invisible Man', 'Cuss']",Explicit,said Mr Bunting,[[]],[[]],[[]]
Q287,"['Please keep sitting where you are,', 'Here s\nthe poker, you see.']","[[93985, 94019], [94046, 94072]]","Please keep sitting where you are, Here s
the poker, you see.",The Invisible Man,"['Cuss', 'Bunting']",Explicit,said the Invisible Man,"[['you'], ['you']]","[[[94011, 94014]], [[94064, 94067]]]","[[['Cuss', 'Bunting']], [['Cuss', 'Bunting']]]"
Q288,"['When I came into this room,', 'I\ndid not expect to find it occupied, and I expected to find, in addition\nto my books of memoranda, an outfit of clothing. Where is it? No don t\nrise. I can see it s gone. Now, just at present, though the days are\nquite warm enough for an invisible man to run about stark, the evenings\nare quite chilly. I want clothing and other accommodation; and I must\nalso have those three books.']","[[94076, 94103], [94210, 94594]]","When I came into this room, I
did not expect to find it occupied, and I expected to find, in addition
to my books of memoranda, an outfit of clothing. Where is it? No don t
rise. I can see it s gone. Now, just at present, though the days are
quite warm enough for an invisible man to run about stark, the evenings
are quite chilly. I want clothing and other accommodation; and I must
also have those three books.",The Invisible Man,"['Cuss', 'Bunting']",Explicit,continued the Invisible Man,"[[], []]","[[], []]","[[], []]"
Q289,['Hul-lo!'],"[[95142, 95149]]",Hul-lo!,Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Teddy Henfrey,[[]],[[]],[[]]
Q290,"['That ain t right,']","[[95241, 95258]]","That ain t right,",Mr. Hall,['Mr. Teddy Henfrey'],Anaphoric,he said,[[]],[[]],[[]]
Q291,"['Summat wrong,']","[[95417, 95430]]","Summat wrong,",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,[[]],[[]],[[]]
Q292,['You all right thur?'],"[[95595, 95614]]",You all right thur?,Mr. Hall,"['Mr. Teddy Henfrey', 'Bunting', 'Cuss']",Explicit,asked Hall,[['You']],"[[[95595, 95598]]]","[[['Bunting', 'Cuss']]]"
Q293,['What the dooce?'],"[[95894, 95909]]",What the dooce?,Mr. Teddy Henfrey,['Mr. Hall'],Explicit,exclaimed Henfrey,[[]],[[]],[[]]
Q294,['You all right thur?'],"[[95946, 95965]]",You all right thur?,Mr. Hall,"['Mr. Teddy Henfrey', 'Bunting', 'Cuss']",Explicit,asked Mr Hall,[['You']],"[[[95946, 95949]]]","[[['Bunting', 'Cuss']]]"
Q295,['Quite\nri-right. Please don t interrupt.'],"[[96063, 96102]]","Quite
ri-right. Please don t interrupt.",Bunting,"['Mr. Teddy Henfrey', 'The Invisible Man', 'Mr. Hall', 'Cuss']",,The Vicar s voice answered,[[]],[[]],[[]]
Q296,['Odd!'],"[[96106, 96110]]",Odd!,Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Mr Henfrey,[[]],[[]],[[]]
Q297,['Odd!'],"[[96132, 96136]]",Odd!,Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Mr Hall,[[]],[[]],[[]]
Q298,"['Says,  Don t interrupt,']","[[96155, 96179]]","Says,  Don t interrupt,",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Henfrey,[[]],[[]],[[]]
Q299,"['I heerd n,']","[[96197, 96207]]","I heerd n,",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,[['n']],"[[[96205, 96206]]]",[[['Bunting']]]
Q300,"['And a sniff,']","[[96222, 96234]]","And a sniff,",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Henfrey,[[]],[[]],[[]]
Q301,"['I\n_can t_,', 'I tell you, sir, I\n_will_ not.']","[[96317, 96327], [96366, 96396]]","I
_can t_, I tell you, sir, I
_will_ not.",Bunting,"['The Invisible Man', 'Cuss']",Explicit,said Mr Bunting,"[[], ['you', 'sir']]","[[], [[96373, 96376], [96378, 96381]]]","[[], [['The Invisible Man'], ['The Invisible Man']]]"
Q302,['What was that?'],"[[96400, 96414]]",What was that?,Mr. Teddy Henfrey,['Mr. Hall'],Explicit,asked Henfrey,[[]],[[]],[[]]
Q303,"['Says he wi  nart,', 'Warn t speaking to us, wuz he?']","[[96433, 96450], [96464, 96494]]","Says he wi  nart, Warn t speaking to us, wuz he?",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,"[['he'], ['us', 'he']]","[[[96438, 96440]], [[96483, 96485], [96491, 96493]]]","[[['Bunting']], [['Mr. Teddy Henfrey', 'Mr. Hall'], ['Bunting']]]"
Q304,['Disgraceful!'],"[[96498, 96510]]",Disgraceful!,Bunting,"['The Invisible Man', 'Cuss']",Explicit,said Mr Bunting,[[]],[[]],[[]]
Q305,['I heard it distinct.'],"[[96575, 96595]]",I heard it distinct.,Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Mr Henfrey,[[]],[[]],[[]]
Q306,['Who s that speaking now?'],"[[96599, 96623]]",Who s that speaking now?,Mr. Teddy Henfrey,['Mr. Hall'],Explicit,asked Henfrey,[[]],[[]],[[]]
Q307,"['Mr. Cuss, I s pose,', 'Can you hear anything?', 'Sounds like throwing the table-cloth about,']","[[96642, 96661], [96675, 96697], [96756, 96799]]","Mr. Cuss, I s pose, Can you hear anything? Sounds like throwing the table-cloth about,",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,"[['Mr. Cuss'], ['you'], []]","[[[96642, 96650]], [[96679, 96682]], []]","[[['Cuss']], [['Mr. Teddy Henfrey']], []]"
Q308,"['What yer\nlistenin  there for, Hall?', 'Ain t you nothin  better to\ndo busy day like this?']","[[96939, 96974], [96988, 97038]]","What yer
listenin  there for, Hall? Ain t you nothin  better to
do busy day like this?",Mrs. Hall,"['Mr. Teddy Henfrey', 'Mr. Hall']",Anaphoric,she asked,"[['yer', 'Hall'], ['you']]","[[[96944, 96947], [96969, 96973]], [[96994, 96997]]]","[[['Mr. Hall'], ['Mr. Hall']], [['Mr. Hall']]]"
Q309,"['I heerd n say', '_that_ I did,']","[[97501, 97514], [97529, 97543]]","I heerd n say _that_ I did,",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,"[['n'], []]","[[[97509, 97510]], []]","[[['Bunting']], []]"
Q310,"['_I_ heerd that, Mrs. Hall,']","[[97558, 97584]]","_I_ heerd that, Mrs. Hall,",Mr. Teddy Henfrey,"['Mrs. Hall', 'Mr. Hall']",Explicit,said Henfrey,[['Mrs. Hall']],"[[[97574, 97583]]]",[[['Mrs. Hall']]]
Q311,['Like as not'],"[[97602, 97614]]",Like as not,Mrs. Hall,"['Mr. Teddy Henfrey', 'Mr. Hall']",Explicit,began Mrs Hall,[[]],[[]],[[]]
Q312,"['Hsh!', 'Didn t I hear the window?']","[[97635, 97639], [97666, 97691]]",Hsh! Didn t I hear the window?,Mr. Teddy Henfrey,"['Mrs. Hall', 'Mr. Hall']",Explicit,said Mr Teddy Henfrey,"[[], []]","[[], []]","[[], []]"
Q313,['What window?'],"[[97695, 97707]]",What window?,Mrs. Hall,"['Mr. Teddy Henfrey', 'Mr. Hall']",Explicit,asked Mrs Hall,[[]],[[]],[[]]
Q314,"['Parlour window,']","[[97728, 97743]]","Parlour window,",Mr. Teddy Henfrey,"['Mrs. Hall', 'Mr. Hall']",Explicit,said Henfrey,[[]],[[]],[[]]
